"","logFC","logCPM","PValue","FDR"
"FUN_014060",-2.33157088656455,5.05372230248822,8.66489842693404e-16,2.35355971072382e-13
"FUN_012071",-2.32954669885569,11.0697322708105,8.73273028322919e-09,4.25086774109447e-07
"FUN_002946",-2.32893794418385,1.00882336819002,0.00181189274525595,0.0158450195578371
"FUN_005737",-2.31780693596951,3.28427407863735,2.52667737710454e-08,1.07233767057677e-06
"FUN_002566",-2.31753082873638,4.20783662129844,2.7191102042455e-05,0.000435474477403988
"FUN_000528",-2.26704644214631,2.19264930565368,0.000154873781870991,0.00193321767609369
"FUN_008638",-2.25493150052364,-1.0188546838656,0.00331060006264325,0.0261554737933438
"FUN_005503",-2.23890732560591,5.50809849185616,2.14980963428163e-08,9.32797592433827e-07
"FUN_008383",-2.22734549848184,0.972920169106476,1.54528881621534e-06,3.74092110749028e-05
"FUN_005692",-2.21462491832638,5.47681448663999,1.97729329302482e-08,8.74710756109774e-07
"FUN_009079",-2.20933020039363,5.06341334582432,3.70005553386187e-11,3.28434341211621e-09
"FUN_012311",-2.20874980779208,0.306313823850581,0.000222855945282354,0.00264692809894833
"FUN_010469",-2.20381131924251,2.18415812065852,0.000699372389464883,0.00715224128111639
"FUN_003678",-2.18502830516554,7.29911217922167,6.85155087691405e-05,0.00095175983459158
"FUN_011520",-2.15800550966454,3.59498561472709,1.45901467851123e-05,0.00025408057511583
"FUN_001429",-2.1559067630669,8.19830580412656,0.000803200375782077,0.008032595216124
"FUN_009945",-2.15414742656379,4.28739986331102,4.57892020570525e-08,1.82900927393185e-06
"FUN_004632",-2.1511734145579,3.95605533626685,5.82711220260209e-10,3.89842417849946e-08
"FUN_000586",-2.14661485084376,1.73520695228152,9.10107415548678e-06,0.000170720563681859
"FUN_000298",-2.14172405415193,6.56154770553421,9.58185359620273e-05,0.00128188897502066
"FUN_005555",-2.13904276617598,2.33884174887419,1.28824632439261e-09,7.84559342223142e-08
"FUN_012945",-2.13878942274266,3.18047196030002,7.4334804076838e-09,3.71154769914536e-07
"FUN_011816",-2.13156636558618,2.91023006905579,4.14897946315697e-07,1.20294343700094e-05
"FUN_014642",-2.13089594978339,0.23750954082318,0.00265070943781062,0.021817748409034
"FUN_002448",-2.12841316286976,2.61616285959254,4.83398572806418e-10,3.33250559252993e-08
"FUN_013845",-2.11468505158843,5.86192706106235,1.06417020660741e-06,2.71415512443914e-05
"FUN_004938",-2.10514133805386,6.12139588345955,2.12194698463917e-08,9.23659038409763e-07
"FUN_009393",-2.10374892259502,5.30723784058666,0.000783392064665328,0.00785184326953492
"FUN_013384",-2.10146498075045,0.452945354347025,0.000630255931941786,0.00654897154682586
"FUN_010906",-2.09946868377039,3.72035979773301,3.61616629384057e-07,1.07229594839844e-05
"FUN_008735",-2.08533743470149,9.93193384995663,4.78186020574779e-05,0.00070488900729262
"FUN_000209",-2.07844166955315,6.30569779848132,5.55991393014935e-05,0.00079903905910432
"FUN_006377",-2.07770958198202,2.93762654129452,2.51309772672932e-09,1.45856325755175e-07
"FUN_006332",-2.07612780700161,6.78488339135225,9.88262614671258e-08,3.49520691923186e-06
"FUN_013270",-2.07425577228703,-0.945550002887225,0.00394193367665557,0.0302630872033122
"FUN_014216",-2.07343966015277,7.56663574096572,2.31005095083234e-07,7.1140140506245e-06
"FUN_000821",-2.07119081874387,1.68295776715163,0.00042029643859662,0.00458151029251938
"FUN_001473",-2.06612558673606,0.585015954511318,3.26801894766339e-06,7.12921955595648e-05
"FUN_003827",-2.0575210483829,3.86700308428009,5.36755192590231e-08,2.10284820400287e-06
"FUN_003014",-2.04228438000737,1.84263533826819,9.09441570396922e-06,0.000170720563681859
"FUN_003895",-2.03594597527337,3.09207381153895,2.93239116976527e-12,3.34662222492287e-10
"FUN_003531",-2.03489282258361,-0.621083061451541,0.00269479187270855,0.0221403317745038
"FUN_015141",-2.03445492216802,5.03654177431256,0.000712863286862084,0.00726831553969516
"FUN_001054",-2.02962148188643,6.20752493677006,2.62699060276558e-05,0.000425741758665386
"FUN_015433",-2.02930964021614,6.55567243718064,6.77008978174401e-07,1.84627689409368e-05
"FUN_013966",-2.02112940633266,2.73294228715617,4.47665966821193e-10,3.1019140282646e-08
"FUN_012310",-2.01685148785378,0.270935484058951,0.00375528803376232,0.0290933067806766
"FUN_008338",-2.0098988296328,4.4277993617488,7.45118453767958e-07,1.99989203964874e-05
"FUN_002209",-2.00825501615687,4.01537529256059,1.50655934345525e-10,1.14304929851764e-08
"FUN_002141",-2.00548440912708,3.35490676884072,3.33717529698202e-06,7.26071767052966e-05
"FUN_011905",-2.00387854858273,-0.512760874241645,0.0038174105623511,0.0294737082702049
"FUN_000236",-2.0004347128365,-0.661060228299122,0.00527033402974623,0.0385026392996146
"FUN_007847",-1.9973506618126,1.43724682902665,0.00010320955029888,0.00135691084473291
"FUN_009210",-1.99494389047901,3.48106371479045,2.01263855358891e-07,6.35666144099792e-06
"FUN_010082",-1.98500204009737,0.311066888268861,0.00553377193600453,0.0400763994235615
"FUN_013898",-1.9821432833803,4.66866728201453,0.00217270521841281,0.0185815551456325
"FUN_014853",-1.98090262662779,3.26016598707838,0.000114357171275405,0.00148144438362587
