"","logFC","logCPM","PValue","FDR"
"FUN_013368",-2.80827007489606,6.1369868189178,1.83657281961411e-05,0.000345790265159918
"FUN_007558",-2.80484333175717,5.83685892149313,8.76922920036429e-07,2.46957628468862e-05
"FUN_015395",-2.79529201397443,2.17846931601244,0.00251008070658874,0.023350672009352
"FUN_001254",-2.76492369180112,0.922091169214045,3.38834574287126e-10,2.71906521725266e-08
"FUN_001422",-2.76177531440385,6.6548116836374,0.000695687205783908,0.00787698986220122
"FUN_003016",-2.74855358983316,7.59823402634092,1.07560160118807e-11,1.27919209131223e-09
"FUN_012614",-2.74616922936144,1.88360311857957,4.77624747231475e-11,4.90410850713261e-09
"FUN_001037",-2.74335067176194,4.72119789875682,0.00300008008146332,0.027100723402552
"FUN_013400",-2.73999555188304,-0.535443144173163,0.00026240588039207,0.00340930778122965
"FUN_000336",-2.7380243214787,1.96519010040227,0.000923190041126854,0.0100734353596489
"FUN_001759",-2.73092413254429,6.37789568359822,3.02740062500804e-11,3.22877159561341e-09
"FUN_012014",-2.72756547564856,3.76969203801954,1.05370513416576e-15,4.14733323164148e-13
"FUN_002573",-2.72480350970053,3.82725968250642,6.06223517995179e-09,3.5919286652252e-07
"FUN_013369",-2.71944400278201,3.67048367048279,0.000328988259787311,0.00412946463367049
"FUN_007547",-2.70570808018347,7.92461429947899,1.62224122374453e-07,5.82198769536231e-06
"FUN_007310",-2.64764040784392,2.47900754977634,1.68077505222829e-10,1.46236275728347e-08
"FUN_010410",-2.64444993791571,7.48139920076708,8.40721071143779e-05,0.00126230336304067
"FUN_010715",-2.6351520197537,1.52506724998556,6.24985044049624e-09,3.67673585878446e-07
"FUN_004477",-2.63194683456101,6.09429261613999,1.14470121856584e-09,8.05236418898381e-08
"FUN_001425",-2.62463663073036,6.90615554298211,0.000234041081300603,0.00310414630300012
"FUN_012070",-2.62100365950408,10.232529358868,1.37077813885478e-08,7.05929389825807e-07
"FUN_006377",-2.62067030547287,2.82613557659942,2.98645357031764e-11,3.20578337473512e-09
"FUN_003297",-2.61256651019679,0.157031599954089,0.000400470665918077,0.00486420321696673
"FUN_009654",-2.61081474023987,7.09604253449841,1.49834753823639e-09,1.01513045715515e-07
"FUN_001458",-2.60812873399834,-2.4272888438807,0.00507752438119312,0.0415558555156458
"FUN_015354",-2.59262715887047,5.30487835308217,1.00012333129674e-07,3.86480299671924e-06
"FUN_003328",-2.59190005066177,1.97813487601061,5.44049447147213e-10,4.18310763292585e-08
"FUN_012612",-2.59108071554354,5.9950048220727,0.00192061448690793,0.0186543349489277
"FUN_009464",-2.58961351853943,-1.89141461314963,0.000386371729105996,0.00471721643563606
"FUN_011423",-2.5819990567396,6.38239923440126,8.931383036873e-09,4.92148976608492e-07
"FUN_008384",-2.56199157114314,-0.798450934973151,4.53603494631879e-06,0.000103285390768038
"FUN_002538",-2.55844783464354,7.3118554558297,1.40563234907229e-07,5.19832401845951e-06
"FUN_015801",-2.55749729979556,2.86334565418028,1.07893723105696e-05,0.000217776695562914
"FUN_015501",-2.55621418610032,8.99000428007487,6.44740726402455e-06,0.000139324669665537
"FUN_008651",-2.5557050605477,6.76559423242094,1.70567767242411e-07,6.03780676720405e-06
"FUN_001348",-2.54773609053692,-0.728880411976061,9.36822759366244e-06,0.000193582712938542
"FUN_008475",-2.53430605939984,-0.471901291100184,0.00155388743053154,0.0156248863224556
"FUN_005555",-2.53353855450623,2.65385690987082,3.39176152940081e-11,3.57128725111623e-09
"FUN_009656",-2.53311625403173,5.51141548059543,4.68726421272558e-11,4.84282279378541e-09
"FUN_014627",-2.53209122799019,-1.91681873131251,0.00419274401560048,0.0354709576877644
"FUN_012627",-2.52136059636843,5.76462717403056,0.00322023814218931,0.0286974429803404
